,tweet_id,airline_sentiment,airline,name,text,tweet_coord,tweet_created,tweet_location,negativereason
531,570293265221742000,neutral,United,akobilarov,"@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?",,42059.4477314815,South Carolina,late_flight
532,570291866530398000,neutral,United,andreaSanger,=@united and What AM I suppose to do with that number?,,42059.4438773148,,customer_service_issue
533,570291813912858000,negative,United,Guggero,"@united thats weak. See ya 👋
Hey @VirginAmerica !!",,42059.443726851896,NYC,bad_flight
534,570291642550386000,negative,United,nydia376,=@united I flew back w other company since united didnt have an earlier flight,,42059.4432523148,USA,late_flight
535,570291492545298000,neutral,United,nydia376,@united I lost a voucher that I was given in Miami aeroport on jan 26. I did not use it.,,42059.442835648195,USA,cancel_flight
536,570291213007491000,negative,United,runwithmiles,=@united I AM trying to book awards for September and Need flights on @aegeanairlines but they will not show even w/ many award seats availab,,42059.4420717593,,late_flight
537,570290993339244000,negative,United,nate2482,@united I sure did.   I had to drive a total of 3 hours to get my own bag.  I'd like to explain that debacle but no one wants to talk to me.,,42059.4414583333,"Parkersburg, WV",lost_luggage
538,570290540274688000,neutral,United,CheerTymeDad,@united @CheerTymeDad Gee that's like almost caring about ppl more than $$.  Think I'm more int in having a trusted adult w/ daughter .,,42059.440208333304,,flight_attendant_complaints
539,570289777184002000,negative,United,BocheBillions,"=@united See? we were told repeatedly that the pilot was Late flight and kept getting Late Flightr.  After we boarded, there was a defibrillator issue.",,42059.4381134259,,late_flight
540,570289557205327000,negative,United,CoachJoette,@united why no preferred security line anymore. My TSA pre-check didn't pull on my @SilverAirways partner flight! #Platinum #spoiled,,42059.4375,Tampa,late_flight
541,570288349392605000,negative,United,lotusfitness,@united #Newarkliberty Airport need to indicate different gate#'s for terminals A&amp;C. #Flyingainteasy,,42059.4341666667,"Washington, DC",late_flight
542,570286924277030000,negative,United,megfalcone,"=@united yes PLEASE!I AM newly married and trying to update my last name on a preexisting international flight!It seems So easy, but...",,42059.4302314815,,late_flight
543,570286882623369000,negative,United,nydia376,@united How does United refuse to reissue a $400 lost voucher when their plane didn't take off due to mechanics? #badcustomerservice,,42059.430115740695,USA,late_flight
544,570286565894828000,negative,United,OohLaLa09,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB",,42059.4292476852,DC,damage_luggage
545,570286100637466000,negative,United,OohLaLa09,"@united yes, we've been with the agents for the last 50 minutes. One of the agents have been very rude, but thankfully Ladan has been nice.",,42059.427962963,DC,late_flight
546,570285610176532000,neutral,United,cehertz,@united that's right- with an overnight Miami.,,42059.4266087963,btv,lost_luggage
547,570285578563891000,neutral,United,BK_TheBri,@united Have clients with an 11 hr layover at IAH (during the day). Will they have to claim &amp; recheck luggage. Or will it be taken care of?,,42059.426516203705,"Portland, OR",lost_luggage
548,570285537833168000,neutral,United,Nikki62878,"=@united I AM trying to find out if the loaner seat is new Or used, a used car seat is illegal according to safety regulations",,42059.426412037,,damage_luggage
549,570285115655348000,neutral,United,Guggero,=@united I DMed you the details,,42059.4252430556,NYC,booking_problems
550,570284934771974000,negative,United,fitztango,"@united iah to charlotte. Baggage claim rep latrice h. #customerservice non existent, Ignored customer then inappropriately touched customer",,42059.4247453704,"Houston, TX",customer_service_issue
551,570284312697765000,neutral,United,F_U_ng,"@united Kewl. Will also let them know the overhead bin over my row was ""Inop"". I love a good abbreve.",,42059.4230324074,Los Angeles,lost_luggage
552,570283712409051000,positive,United,mattwbaker,"@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.",,42059.4213773148,The Center of My Universe,Cant Decide
553,570283571941924000,negative,United,collegepathSS,=@united @UCtraveladvisor - I would have loved to respond to your website until I saw the Really long form. in business the new seats are bad,,42059.4209837963,California/Nevada,customer_service_issue
554,570283453750489000,negative,United,kevintgarner,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,,42059.4206597222,"Kansas City, MO",late_flight
555,570282089863626000,negative,United,Nikki62878,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child,,42059.4168981481,,damage_luggage
556,570282087065919000,neutral,United,discobiscuit63,=@united Thanks again for your concern. I will contact customer care upon our return from Australia.,,42059.4168865741,,customer_service_issue
557,570280548922499000,negative,United,kevinfla3,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis,,42059.4126388889,,late_flight
558,570279720937529000,positive,United,sundialtours,"@united ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/9v8tMUsJvU",,42059.410358796296,"Astoria, OR",Cant Decide
559,570278024303775000,negative,United,SEGrower,"@united No, I need you guys to not over book planes. It's not a concern, I'll just travel with someone else moving forward.",,42059.4056712963,"Colorado Springs, Colorado",late_flight
560,570277667519332000,negative,United,cristobalwong,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable,,42059.4046875,San Francisco Bay Area,customer_service_issue
561,570277418642120000,negative,United,logainne,@united When will email address/username sign-on be available? It's been a while.,,42059.4040046296,945XX to 111XX,late_flight
562,570276787063816000,positive,United,LukeGzus,=@united Thank you for that. AM I able to claim Any interim expenses Or is the cost of the stuff up on me?,,42059.4022569444,,Cant Decide
563,570276377401827000,negative,United,chrsmichaels,=@united rude rude,,42059.4011342593,"Austin, TX",flight_attendant_complaints
564,570276018751016000,negative,United,mattwbaker,@united - Why can't I get a boarding pass for my Austrian Airlines codeshare flight. Rebook incls a 6 hour layover &amp; I am stuck outside sec,,42059.4001388889,The Center of My Universe,late_flight
565,570275462921850000,negative,United,Joestudent11,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback,,42059.3986111111,"Jerusalem, Israel",late_flight
566,570275153860386000,negative,United,Joestudent11,@united just flew to #TelAviv paid $100 from a third suitcase which didn't even make it on the plane! Besides for the impolite service...,,42059.3977546296,"Jerusalem, Israel",late_flight
567,570275140157640000,negative,United,johnkarpf,=@united  my bag is still in Colo Springs. I AM disabled and have to search an unfamiliar airport and look for my bag. not a good outcome,,42059.3977199074,"Jacksonville, FL",late_flight
568,570275123854487000,negative,United,CheerTymeDad,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,,42059.3976736111,,booking_problems
569,570272997052805000,negative,United,johnkarpf,@united No. Denver said they don't handle baggage that made it to Colo. Springs.  They gave me an 800 number to call. No help there either.,,42059.3918055556,"Jacksonville, FL",damage_luggage
570,570272511050383000,negative,United,Micaela4Mizzou,=@united you guys Need some serious training in customer service. too many better options to put up with the way you guys handle ur mistakes,,42059.390462963,,customer_service_issue
571,570272406570442000,neutral,United,BocheBillions,@united 6533 ORD to DCA,,42059.3901736111,,cancel_flight
572,570271846718775000,negative,United,discobiscuit63,"@united once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",,42059.3886342593,,booking_problems
573,570271792314617000,negative,United,Peter_Abrahamse,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,,42059.3884837963,,late_flight
574,570271791400112000,negative,United,fuchsialipstick,=@united I will not be flying you again,,42059.3884722222,,Cant Decide
575,570271644473622000,negative,United,fuchsialipstick,"@united in addition, my first flight was delayed an hour and I'm arriving at my destination 8 hrs Late Flight.",,42059.3880671296,,late_flight
576,570271367519604000,neutral,United,kevintgarner,"@united Cancelled Flighted our flight, didn't rebook us on added flight, now have to drive from a Denver to KC....thanks!",,42059.3873032407,"Kansas City, MO",late_flight
577,570271205300703000,neutral,United,fuchsialipstick,=@united your announcement for pre boarding only addresses mobility. my disability requires me to travel with a lot of stuff. do I preboard?,,42059.3868634259,,bad_flight
578,570271064141352000,positive,United,discobiscuit63,@united I flew United last month and the experience was AWESOME!,,42059.386469907404,,Cant Decide
579,570270918095695000,negative,United,discobiscuit63,=@united our travel booked thru united group dept. Okc ticket agent less than willing to help with our connection in LAX.,,42059.3860648148,,cancel_flight
580,570270728051765000,negative,United,fuchsialipstick,"@united v upset with your disability  ""services"". When I told one of your employees I was carrying medical equipment she was very rude.",,42059.3855439815,,customer_service_issue
581,570270436463759000,negative,United,discobiscuit63,@united thnx for quick reply but don't think you can assist. Our intl grp will be put to considerable inconvenience today.,,42059.3847337963,,damage_luggage
582,570269172774649000,negative,United,LarkAfterDark,@united wont transfer flight ticket to accompany an 11 yr old who's active military mom had to have emergency brain surgery? WOW!!,,42059.38125,Harrisburg,late_flight
583,570269103648350000,negative,United,getmeontop,@united @getmeontop 7 WEEKS Late FlightR AND I STILL HAVE NOT RECEIVED MY MILES FROM THE MileagePlus Gift Card $150 STARBUCKS CARD I HANDED OVER!!!,,42059.3810648148,Wall Street • Manhattan • NYC ,late_flight
584,570269035998408000,negative,United,jkentakula,"@united as a 1k, I'm always hoping for improvement.",,42059.3808680556,,booking_problems
585,570267915154538000,negative,United,jasonpblakey,=@united not yet. I complained about the guy who checked my luggage in as he was throwing the bags around. Unfortunate coincidence I hope?,"[52.59657643, -2.19877833]",42059.3777777778,,lost_luggage
586,570265596220166000,negative,United,discobiscuit63,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.,,42059.3713773148,,booking_problems
587,570265542025719000,negative,United,jkentakula,@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .,,42059.3712268519,,customer_service_issue
588,570264556443824000,negative,United,BillBra95467934,=@united another fail for the united ticket agents in OKC. less than helpful and could care less about our problems. American here we come.,,42059.368506944396,,booking_problems
589,570264153559949000,positive,United,JoshuaIsWrong,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",,42059.3673958333,Austin · LA · London · NY · SF,Cant Decide
590,570263872004874000,neutral,United,jkentakula,@united the os isn't controlled by me but rather @VerizonWireless .  App is new.,,42059.3666203704,,customer_service_issue
591,570262424038699000,negative,United,debweinz,"@united I just sent an email to Customer Care, telling them I may have to break up with you 😢. I sincerely hope they can help me!!",,42059.3626273148,,customer_service_issue
592,570260984704700000,negative,United,mbelliss,@united silly I'm flying delta today. Your united club staff and attendants are surly and unhelpful and always seem bothered by pesky folk,,42059.3586574074,Louisville,flight_attendant_complaints
593,570260383862108000,negative,United,mattbunk,@united What is your phone number. I can't find who to call about a flight reservation.,,42059.3570023148,"Sterling Heights, MI",late_flight
594,570260294846451000,negative,United,throthra,"@united well, you can't fix me missing my buddies 30th bday because of negligence but you can attempt to make up for it.",,42059.3567476852,,damage_luggage
595,570260118043914000,negative,United,throthra,"@united why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did.",,42059.3562615741,,customer_service_issue
596,570259691579809000,negative,United,jakepoznak,=@united they helped me at the baggage service desk.  said bc TSA screening was down in FLL not all bags made it but bag will be in EWR @ 12,,42059.355092592596,,damage_luggage
597,570259632557395000,negative,United,AldenGlobe,=@united mobile boarding pass disappeared from phone while standing in line to board. second time this week... Hmm.,,42059.3549189815,"Steamboat Springs, CO",late_flight
598,570259311315836000,positive,United,cehertz,@united for the record- Rozana at Newark was lovely and helpful. #choosekind,,42059.354039351805,btv,Cant Decide
599,570259131879309000,neutral,United,Mateyush,@united It was last night's 1235/ORD-LGA.,,42059.3535416667,Above the B/D/N/Q/R/2/3/4/5,late_flight
600,570258760200953000,positive,United,ShawnaNewman,=@united thx for update,,42059.3525115741,searching for coffee,Cant Decide
601,570258476695302000,neutral,United,Sri_Philips,@united thank you !,,42059.3517361111,"Chicago, IL, USA",customer_service_issue
602,570257564023128000,neutral,United,CATTTastrophe,=@united DM these nuts,,42059.349212962996,nyc to la,bad_flight
603,570257563003920000,negative,United,CassiusCCIDog,@united Had to explain to a very over eager flight attendant trying to ask about my vision that my @ccicanine was not a guide dog!,,42059.349212962996,,late_flight
604,570257377460514000,negative,United,CassiusCCIDog,@united what's the point of asking for details about a #servicedog when you book if your flight crew doesn't read them? (Continued),,42059.3487037037,,late_flight
605,570254368538173000,negative,United,guichaves1989,@united I tried but no one was available in bogota and everyone was rude in Houston. I was stuck for 35 hours because of you guys,,42059.3403935185,,late_flight
606,570252986372329000,negative,United,PFlandersdc,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,,42059.3365856481,,booking_problems
607,570252965392592000,positive,United,jakepoznak,@united despite my bag not making it to Newark good informative email tracking updates help!,,42059.3365277778,,Cant Decide
608,570252666439385000,negative,United,RaquelSnyderDC,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever,,42059.3357060185,"Washington, D.C. Metro Area",late_flight
609,570252146320351000,negative,United,PFlandersdc,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,,42059.3342708333,,booking_problems
610,570251549219393000,negative,United,jkentakula,=@united crashed trying to check in.,,42059.3326157407,,Cant Decide
611,570251472203587000,positive,United,CoreyAStewart,"@united Wow. What a deal. Again, 30+ plus seats available. Easy change to make a customer happy.",,42059.332407407404,"Richmond, VA",Cant Decide
612,570250053710819000,neutral,United,alex_nieves,=@united Thanks for the info I Already knew...,,42059.3284953704,Connecticut,booking_problems
613,570249871107723000,neutral,United,MyCustoAdvocate,@united Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate resolutions for You!,,42059.3279861111,"Miami, New York, Boston",customer_service_issue
614,570249806540451000,negative,United,JohnJReid,@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,,42059.3278125,"Seaside, California",lost_luggage
615,570249680535339000,neutral,United,screamingbrat,=@united Thank you.,,42059.3274652778,"new york, baby",customer_service_issue
616,570249083790733000,negative,United,Maxxisonfire,@united Blackmailed me into paying £130 extra or having my return ticket nullified in San Francisco Airport. Terrible service from rep #scam,,42059.3258101852,,late_flight
617,570247839563034000,neutral,United,kelseyblack92,=@united is there an email address I can reach? too long for a DM.,,42059.3223842593,Canada,customer_service_issue
618,570247551368241000,negative,United,Guggero,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.,,42059.321585648104,NYC,customer_service_issue
619,570247428139569000,negative,United,Twist_OP,=@united UA1673 still waiting!Supposed to depart 8:9,,42059.32125,Midwest,Cant Decide
620,570247027117797000,negative,United,andreaSanger,@united it was credit from my last trip that never came in the mail!,,42059.3201388889,,bad_flight
621,570246963901427000,negative,United,jammyrascals,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,,42059.3199652778,"Marlow, UK",late_flight
622,570245996334190000,negative,United,AmericanNarad,@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,,42059.3172916667,,customer_service_issue
623,570245555064074000,negative,United,fatwmnonthemtn,@united What's going on with your website? I'm Flight Booking Problems three tickets today and I've been booted off the system umpteen times.,,42059.3160763889,"Summit, NJ",booking_problems
624,570244711388065000,negative,United,tuckerI84,=@united how do I get my account number if your website says email is unavailable?,,42059.31375,NYC,customer_service_issue
625,570243296741752000,neutral,United,christinphillip,=@united So do I Need to book two one ways in order for her to fly as an unaccompanied minor?,,42059.309849537,"Princeton, NJ",booking_problems
626,570241830757007000,negative,United,ChrisNielsen2,"@united I received 1 bag last night, I am still missing the other one.",,42059.3057986111,"Hoops City (Memphis, TN)",lost_luggage
627,570240043022991000,negative,United,campilley,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench.",,42059.3008680556,Europe,lost_luggage
628,570239165675249000,neutral,United,Hannahsfight1,@united Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/kQnrrP86A5,,42059.2984490741,Right Now Mostly The Hospital,booking_problems
629,570237629775675000,neutral,United,brimalxx,"=@united bet you wont honour them, like mine ey",,42059.294212962996,Manchester,bad_flight
630,570237261494792000,negative,United,Twist_OP,@united 2nd flight also delayed no pilots! But they boarded is so we can just sit here! #scheduling,,42059.2931944444,Midwest,late_flight
631,570236221575704000,neutral,United,Evan_Flay,"@united I guess that's too much ask, huh?","[29.98386923, -95.33729612]",42059.2903240741,Seattle,bad_flight
632,570236138603950000,negative,United,Evan_Flay,@united but it's hard to stay upset at someone when they at least TRY to show remorse.,"[29.98340611, -95.33682231]",42059.2900925926,Seattle,customer_service_issue
633,570236014238699000,negative,United,Evan_Flay,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,","[29.98350019, -95.33675519]",42059.2897453704,Seattle,flight_attendant_complaints
634,570235698608869000,negative,United,Evan_Flay,@united This isn't a one time thing either! It's a shocking pattern of repeated neglect and disrespect.,"[29.98377529, -95.33756559]",42059.2888773148,Seattle,customer_service_issue
635,570235686470746000,negative,United,8629Fissile,@united Fingers crossed &amp; its all intact. Very disappointed with this experience as before this we were actually saying we enjoyed using you,,42059.2888425926,,booking_problems
636,570235387009839000,negative,United,Evan_Flay,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine.","[29.98350283, -95.33678993]",42059.2880208333,Seattle,booking_problems
637,570235195934117000,negative,United,Evan_Flay,=@united ours in July. you have ZERO excuses for this. you have an out-of-date system that causes Problems like this.,"[29.98384925, -95.3374653]",42059.2874884259,Seattle,booking_problems
638,570234996562112000,negative,United,Evan_Flay,=@united everyone around US is sitting with their friends and family members. they booked their tickets in October and December. we bought,"[29.98372726, -95.33734532]",42059.2869444444,Seattle,booking_problems
639,570234734942523000,negative,United,christinphillip,=@united not sure What you are talking about. She is going on nonstop flights. SNA to SFO and then SFO to EWR.,,42059.286215277796,"Princeton, NJ",late_flight
640,570234650448125000,negative,United,growingpangs,".@united it will be because I'm moving to @AmericanAir because of @united talk, no service",,42059.2859837963,"Chicago, IL",customer_service_issue
641,570232726206312000,neutral,United,TaylorGravett,@united please be good to me this weekend!,,42059.2806712963,Kansas,cancel_flight
642,570232659282145000,negative,United,Mateyush,"=@united I asked a legitimate question about systemwide vs. localized Problems, and got back an unreLate Flightd copy/paste. you can do better.",,42059.2804976852,Above the B/D/N/Q/R/2/3/4/5,booking_problems
643,570232533272567000,negative,United,mortgagesbycoop,=@united What time? who can I call. I Need my skis. I will go to the airport and get them. no more faith in united.,,42059.2801388889,New Jersey,late_flight
644,570232477618442000,negative,United,dlm_3,=@united I see you guys are at it again. amazing how one company continually makes mistakes yet fails to be held accountable for their error,,42059.2799884259,Global,customer_service_issue
645,570230752476049000,neutral,United,Cecilia_stories,@united A Tourist Wonder: Super Tides and Tide of the Century at French and U.K coasts: http://t.co/gXdqORtsS0,,42059.2752314815,Luxembourg,longlines
646,570230059170004000,negative,United,etiyi,@united Yeah sorry but there's always a problem with United. And you have an international reputation for having problems.,,42059.273321759305,. ,booking_problems
647,570229936285331000,neutral,United,etiyi,=@united yall should Probably work on that.,,42059.272974537,. ,bad_flight
648,570229842626478000,negative,United,throthra,"=@united but then again, maybe the @BBBNE_SD_KS_IA would care more to hear What went on than whoever listens to issues you caused",,42059.2727199074,,customer_service_issue
649,570229480821628000,negative,United,throthra,@united I wonder if sharing all this on FB and insta would produce a number. 140 characters really limits my story telling.,,42059.271724537,,longlines
650,570229133445242000,negative,United,throthra,@united so you're telling me there is no number to call after being left in an airport because of a negligent pilot and staff?,,42059.270763888904,,late_flight
651,570228446053470000,negative,United,missinver,=@united could this email be resent as it doesnt appear to have arrived.,,42059.2688657407,Larne,Cant Decide
652,570227149682155000,neutral,United,cehertz,=@united yes PLEASE!Trying to get to POP- in Newark now....,,42059.2652893519,btv,late_flight
653,570226164146397000,negative,United,_mhertz,=@united you have to follow me in order for me to DM...come on now,,42059.2625694444,,customer_service_issue
654,570225191458111000,negative,United,AurelAssan,"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice",,42059.2598842593,,late_flight
655,570224727047872000,negative,United,ajpape,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....,,42059.258599537,"Boulder, CO",lost_luggage
656,570223703285477000,negative,United,christinphillip,=@united I did DM the details but still no response. I have to book today.,,42059.255775462996,"Princeton, NJ",flight_attendant_complaints
657,570222630525014000,neutral,United,WhatSarahSayzz,@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,,42059.2528125,,late_flight
658,570219942961922000,neutral,United,kathryn217628,@united can someone please explain the process of of what happens to property found on a plane after passengers leave at Heathrow ?,,42059.245405092595,,late_flight
659,570217606025748000,negative,United,BouleChitte,=@united not able to DM you my confirmation number,,42059.2389583333,,customer_service_issue
660,570217145428090000,negative,United,xRaeCatherine,"@united I've sent the message, let me know if you got it. I'm not very twitter-literate. Also, is he REALLY going to be stuck for 18hrs?",,42059.2376851852,,customer_service_issue
661,570216086173581000,negative,United,missinver,@united very unhappy at no response to complaint emailed on 2nd Feb ref.8441639. Awful customer service!,,42059.2347569444,Larne,customer_service_issue
662,570215359963406000,neutral,United,BouleChitte,=@united DM does not work What do I do?,,42059.2327546296,,customer_service_issue
663,570214660638511000,positive,United,BouleChitte,@united private jet would have been cool! Do does not work. I'll try again,,42059.2308217593,,Cant Decide
664,570212246053220000,negative,United,Kalbozey,@united we were not given the option of using our United TravelBank in a recent Flight Booking Problems! Any help in using or recouping these funds? Thanks!,,42059.224166666696,Southern California,late_flight
665,570211810038521000,negative,United,Sri_Philips,@united common!! keep your paper work ready and don't delay our flights(#1585)and meetings @ChooseChicago,,42059.222962962995,"Chicago, IL, USA",late_flight
666,570211313072238000,neutral,United,BouleChitte,@united how about 3659 YUL-ORD?,,42059.2215856481,,Cant Decide
667,570210970330669000,negative,United,bcarlsrud,"@united yep that's correct, I got an email at 12:30 am that the flight was Cancelled Flightled, doesn't matter now flight into atl is delayed, thx",,42059.2206365741,,late_flight
668,570210145239592000,negative,United,dkesten71,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,,42059.2183680556,,booking_problems
669,570209482090917000,neutral,United,LukeGzus,=@united Done and Done,,42059.2165393519,,booking_problems
670,570208036314222000,positive,United,ShawnaNewman,"@united thanks, just sent :)",,42059.2125462963,searching for coffee,Cant Decide
671,570205880504815000,negative,United,BouleChitte,"@united I'm grounded in Montreal with ua3659. I am missing my connection ua3417 to St. Louis. Can you help,Do you have a private jet for me?",,42059.206597222204,,late_flight
672,570204900375687000,negative,United,Evan_Flay,@united I'm so frustrated and nervous because of this.,"[29.98521945, -90.25215941]",42059.2038888889,Seattle,Cant Decide
673,570204730745421000,negative,United,Evan_Flay,=@united are the ones who make it difficult for me.,"[29.98698389, -90.25081767]",42059.2034259259,Seattle,longlines
674,570204649363341000,negative,United,Evan_Flay,@united I'm not a child. I'm someone who has an issue with flying and prepares ahead of time to reduce the distress caused by planes. You,"[29.98699328, -90.25081691]",42059.2031944444,Seattle,customer_service_issue
675,570203218686423000,negative,United,bcarlsrud,@united how does it get Cancelled Flightled 10 hours before take off?,,42059.1992476852,,cancel_flight
676,570201707621146000,negative,United,Evan_Flay,"=@united this ALWAYS happens with you guys, and it makes traveling incredibly stressful and uncomfortable. is that good business to you?","[29.98878092, -90.25836915]",42059.1950810185,Seattle,customer_service_issue
677,570201440704028000,negative,United,Evan_Flay,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?,"[29.9880285, -90.25781369]",42059.1943402778,Seattle,customer_service_issue
678,570200756827000000,negative,United,MeganHolstein,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication,,42059.1924537037,,customer_service_issue
679,570197589280366000,neutral,United,brooklyn_dodger,.Thnx for the response @united bot. It seems this 'improvement' could be easily attained. Is your 1st Class service really only worth $50?,,42059.183715277795,Brooklyn,customer_service_issue
680,570196530566701000,positive,United,T2News,"@united has unrivalled access to #California with flights to the U.S. from 7 UK airports, with nonstop or one-stop connections year-round",,42059.1807986111,Glasgow,Cant Decide
681,570196424043814000,neutral,United,ShawnaNewman,"@united booked award tix on ThaiAirways but I'm not seeing a conf# for them, just the United Flight Booking Problems#. Can you get get the Thai# for me?",,42059.1804976852,searching for coffee,late_flight
682,570189291990728000,negative,United,BrittanyWolgast,@united Luckily I made my flights this time but was so disappointed with the lack of communication :(,,42059.1608217593,,late_flight
683,570188934564737000,negative,United,bcarlsrud,@united checking to see why flight 3466 (atl-ord) got Cancelled Flighted?,,42059.159837963,,late_flight
684,570188838775103000,negative,United,Evan_Flay,@united service so far has been horrid. We wanted to end the trip on a high note. Guess that's not an option.,"[29.987463, -90.25860012]",42059.1595717593,Seattle,bad_flight
685,570188684881821000,negative,United,Evan_Flay,@united Booked a flight home over 7 months ago and requested seats together for my fiancée and I. We got 2 middle seats. UNACCEPTABLE. The,"[29.98746669, -90.25862007]",42059.159143518504,Seattle,late_flight
686,570188353984958000,negative,United,CATTTastrophe,=@united you guys are HORRIBLE.,,42059.1582291667,nyc to la,bad_flight
687,570187940221071000,positive,United,Gouwerijn,=@united thnx for the info,"[35.8057062, -78.7869445]",42059.1570949074,Alphen aan den Rijn,Cant Decide
688,570187080426397000,negative,United,GSG_President,@united Why do I have to pay $ 17 for wifi with an international business ticket?  #pennypincher,,42059.1547222222,,customer_service_issue
689,570185687569469000,negative,United,jasonpblakey,"@united ok. To top things off, you've lost my luggage. Could you get ANY worse??? #UnitedAirlines","[52.48854137, -1.91022836]",42059.1508796296,,lost_luggage
690,570183702224834000,positive,United,RichHays,=@united kudos for not Cancelled Flightling flights from dfw this morning.   united usually first to panic...,,42059.1453935185,,Cant Decide
691,570182980142022000,negative,United,Spanner2,@united AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,,42059.1434027778,London baby,lost_luggage
692,570181906492297000,neutral,United,msalvatore15,@united is flight 587 from DFW to ORD currently on-time? I see an advisory that DFW may be affected by weather,,42059.1404398148,,late_flight
693,570179158594220000,negative,United,inspirevery,@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,,42059.1328587963,,late_flight
694,570177593250582000,negative,United,Twist_OP,@United flight delayed-no one remembered to turn the heat on flight 559 leaving ORD-seriously???,,42059.1285416667,Midwest,late_flight
695,570176998355701000,positive,United,jakepoznak,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.,,42059.1268981481,,Cant Decide
696,570175761468030000,negative,United,sothenbethsaid,@united to speak to a real person to get this resolved politely and efficiently. (2/2),,42059.1234837963,Nottingham,customer_service_issue
697,570175669096882000,negative,United,sothenbethsaid,"@united I hadn't filed a refund claim as I was told there was no charge by your DM. This is disputed by my bank, hence why I would like(1/2)",,42059.1232291667,Nottingham,cancel_flight
698,570175513035214000,negative,United,michaelsalinger,@united did  bags make it on the flight out of iad? second day without clothes is pretty inconvenient. We're pretty curious #UnitedAirlines,,42059.1228009259,"mentor, Ohio",late_flight
699,570175238815657000,positive,United,SaipanBrad,@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :),,42059.122037037,"Saipan, MP",Cant Decide
700,570175202807586000,negative,United,sothenbethsaid,@united hence why I've been asking for the customer service phone number so I can speak to a real person to get this sorted out,,42059.1219444444,Nottingham,customer_service_issue
701,570173090774294000,negative,United,michaelsalinger,@united did our bags leave Washington yet? That would be convenient seeing as we left there a day ago. #UnitedAirlines #lostluggage,,42059.1161111111,"mentor, Ohio",lost_luggage
702,570172921102143000,neutral,United,JesseLitsch,@united so if I'm flying 1st class just one leg to Chicago but not on my long flight to China am I still able to use the lounge in Chicago,,42059.1156481481,,late_flight
703,570169567374401000,negative,United,sothenbethsaid,"@united according to your DMs, I'm not owed a refund. please may I be provided with a contact number before I go to my bank to file claim",,42059.106388888904,Nottingham,cancel_flight
